ocanada,1,0,0,0,1,0,0,0,1,0,0,1,0,3,EbM
ocanada,2,0,0,1,0,0,1,0,0,0,0,1,0,2,BbM
ocanada,3,0,0,1,0,0,0,0,0,0,0,1,0,2,BbM
ocanada,4,1,0,0,1,0,0,0,0,0,0,0,0,0,Cm
ocanada,5,0,0,1,1,0,0,0,0,0,0,1,0,10,Cm
ocanada,6,1,0,0,1,0,0,0,0,1,0,0,0,8,Cm
ocanada,7,0,0,0,0,0,1,0,1,0,0,1,0,7,BbM
ocanada,8,0,0,0,0,0,1,0,1,1,0,0,0,7,BbM
ocanada,9,0,0,0,1,0,0,0,1,0,0,1,0,3,EbM
ocanada,10,0,0,0,1,0,1,0,0,1,0,1,0,3,BbM7
ocanada,11,0,0,0,1,0,0,0,1,0,0,1,0,3,EbM
ocanada,12,1,0,0,1,0,1,0,0,1,0,0,0,5,AbM
ocanada,13,1,0,0,1,0,0,0,0,1,0,0,0,8,AbM
ocanada,14,0,0,0,1,0,1,0,0,0,0,1,0,10,FM
ocanada,15,0,0,1,0,0,1,0,0,1,0,1,0,10,FM
ocanada,16,1,0,0,0,0,1,0,0,1,0,1,0,10,FM
ocanada,17,0,0,1,0,0,1,0,0,0,0,1,0,10,FM
ocanada,18,0,0,0,0,0,1,0,0,1,0,1,0,8,FM7
ocanada,19,0,0,0,1,0,0,0,1,0,0,1,0,7,EbM
ocanada,20,0,0,1,0,0,0,0,1,0,0,1,0,2,Gm
ocanada,21,1,0,0,1,0,0,0,0,0,1,0,0,0,F#d
ocanada,22,1,0,1,0,0,1,0,0,0,1,0,0,5,F#d
ocanada,23,1,0,0,1,0,1,0,0,0,1,0,0,5,F#d
ocanada,24,0,0,1,0,0,0,0,1,0,0,1,0,7,Gm
ocanada,25,1,0,0,0,0,0,0,1,0,1,1,0,9,Gm
ocanada,26,0,0,0,0,0,0,0,1,0,0,1,0,10,Gm
ocanada,27,1,0,0,0,0,1,0,0,0,1,0,0,5,FM
ocanada,28,0,0,1,0,0,0,0,0,0,0,1,0,10,BbM
ocanada,29,0,0,1,0,0,0,0,1,0,0,1,0,10,Gm
ocanada,30,1,0,0,1,0,0,0,0,0,0,1,0,3,EbM6
ocanada,31,1,0,0,0,0,1,0,0,0,1,0,0,5,FM
ocanada,32,0,0,1,0,0,0,0,0,0,0,1,0,10,BbM
ocanada,33,0,0,1,0,0,1,0,0,0,0,1,0,5,BbM
ocanada,34,0,0,1,0,0,1,0,0,0,0,1,0,5,BbM
ocanada,35,0,0,1,0,0,0,0,0,0,0,1,0,10,BbM
ocanada,36,0,0,0,0,0,1,0,0,0,0,1,0,10,BbM
ocanada,37,0,0,0,0,0,0,0,1,0,0,1,0,10,BbM
ocanada,38,0,0,0,0,0,0,0,0,1,0,1,0,10,BbM7
ocanada,39,0,0,1,0,0,0,0,0,1,0,1,0,10,BbM7
ocanada,40,0,0,1,0,0,0,0,1,0,0,1,0,10,BbM7
ocanada,41,1,0,0,1,0,0,0,1,0,0,0,0,3,BbM7
ocanada,42,0,0,1,0,0,1,0,0,0,0,1,0,10,BbM7
ocanada,43,0,0,1,1,0,0,0,1,0,0,1,0,10,BbM7
ocanada,44,0,0,1,1,0,0,0,0,1,0,0,0,3,BbM7
ocanada,45,0,0,1,0,0,0,0,0,0,0,1,0,10,EbM
ocanada,46,1,0,0,1,0,0,0,0,0,0,1,0,10,EbM
ocanada,47,1,0,0,1,0,0,0,0,1,0,1,0,10,EbM
ocanada,48,0,0,1,0,0,1,0,0,1,0,0,0,5,EbM
ocanada,49,0,0,0,1,0,0,0,1,0,0,1,0,10,EbM
ocanada,50,1,0,0,0,0,0,0,1,1,0,1,0,10,EbM
ocanada,51,0,0,0,1,0,0,0,0,0,0,1,0,3,EbM
ocanada,52,1,0,0,0,0,1,0,0,1,0,1,0,10,Fm7
ocanada,53,0,0,0,1,0,0,0,1,0,0,1,0,3,EbM
ocanada,54,1,0,0,0,0,1,0,0,1,0,0,0,8,Fm
ocanada,55,1,0,0,1,0,0,0,1,0,1,0,0,9,FM7
ocanada,56,0,0,0,0,0,1,0,0,0,0,1,0,10,BbM
ocanada,57,1,0,0,0,0,1,0,0,0,1,1,0,9,BbM
ocanada,58,0,0,1,0,0,1,0,0,0,0,1,0,10,BbM
ocanada,59,0,0,0,0,0,1,0,0,0,0,1,0,10,BbM
ocanada,60,0,0,0,0,0,0,0,1,0,0,1,0,10,BbM
ocanada,61,0,0,0,0,0,0,0,0,1,0,1,0,10,BbM7
ocanada,62,0,0,1,0,0,0,0,0,1,0,1,0,10,BbM7
ocanada,63,0,0,1,0,0,0,0,1,0,0,1,0,10,BbM7
ocanada,64,1,0,0,1,0,0,0,1,0,0,0,0,3,BbM7
ocanada,65,0,0,1,0,0,1,0,0,0,0,1,0,10,BbM7
ocanada,66,0,0,1,1,0,0,0,1,0,0,1,0,10,BbM7
ocanada,67,0,0,1,1,0,0,0,0,1,0,0,0,3,BbM7
ocanada,68,0,0,1,0,0,0,0,0,0,0,1,0,10,EbM
ocanada,69,1,0,0,1,0,0,0,0,0,0,1,0,10,EbM
ocanada,70,1,0,0,1,0,0,0,0,1,0,1,0,10,EbM
ocanada,71,0,0,1,0,0,1,0,0,1,0,0,0,5,EbM
ocanada,72,0,0,0,1,0,0,0,1,0,0,0,0,3,EbM
ocanada,73,0,0,0,1,0,0,0,1,0,0,0,0,3,EbM
ocanada,74,0,0,1,0,0,1,0,0,0,0,1,0,2,BbM
ocanada,75,0,0,1,0,0,0,0,1,0,0,1,0,7,Gm
ocanada,76,0,0,1,0,0,1,0,0,0,0,1,0,5,Gm
ocanada,77,0,0,0,1,0,0,0,0,0,1,1,0,3,EbM4
ocanada,78,0,0,0,1,0,0,0,0,0,1,0,0,3,EbM4
ocanada,79,0,0,0,1,0,1,0,1,0,1,0,0,5,FM7
ocanada,80,0,0,0,1,0,1,0,0,0,1,0,0,5,FM7
ocanada,81,0,0,1,0,0,0,0,0,0,0,1,0,10,BbM
ocanada,82,0,0,1,0,0,0,0,0,1,0,1,0,8,BbM
ocanada,83,0,0,1,0,0,0,0,1,0,0,1,0,7,BbM
ocanada,84,0,0,1,0,0,1,0,0,0,0,1,0,5,BbM
ocanada,85,0,0,0,1,0,0,0,1,0,0,0,0,3,EbM
ocanada,86,0,0,1,0,0,1,0,0,0,0,1,0,2,BbM
ocanada,87,0,0,1,0,0,1,0,0,0,0,1,0,2,BbM
ocanada,88,1,0,0,1,0,0,0,0,0,0,0,0,0,Cm
ocanada,89,0,0,0,1,0,0,0,0,0,0,1,0,10,Cm
ocanada,90,1,0,0,1,0,0,0,0,0,0,1,0,10,Cm
ocanada,91,0,0,0,1,0,0,0,0,1,0,0,0,8,Cm
ocanada,92,0,0,0,1,0,0,0,1,0,0,0,0,7,Cm
ocanada,93,0,0,0,0,0,0,0,1,0,0,1,0,7,Cm
ocanada,94,1,0,0,0,0,1,0,0,1,0,0,0,5,Fm
ocanada,95,1,0,0,1,0,0,0,0,1,0,0,0,3,AbM
ocanada,96,1,0,0,1,0,0,0,0,1,0,0,0,3,AbM
ocanada,97,0,0,1,0,0,1,0,0,0,0,0,0,2,BbM
ocanada,98,1,0,0,0,0,1,0,0,0,0,0,0,0,BbM
ocanada,99,1,0,1,0,0,1,0,0,0,0,0,0,0,BbM
ocanada,100,0,0,0,0,0,1,0,0,0,0,1,0,10,BbM
ocanada,101,0,0,0,0,0,1,0,0,1,0,0,0,8,BbM7
ocanada,102,0,0,0,0,0,0,0,0,1,0,1,0,8,BbM7
ocanada,103,0,0,0,1,0,0,0,1,0,0,1,0,7,EbM
ocanada,104,0,0,0,0,0,1,0,1,0,0,0,1,7,GM7
ocanada,105,0,0,0,0,0,1,0,1,0,0,0,1,7,GM7
ocanada,106,1,0,0,1,0,0,0,0,1,0,0,0,8,AbM
ocanada,107,1,0,0,0,0,0,0,0,1,0,0,0,8,AbM
ocanada,108,0,0,0,0,0,0,0,1,0,0,1,0,10,EbM
ocanada,109,0,0,0,0,0,1,0,0,1,0,1,0,10,BbM7
ocanada,110,1,0,0,1,0,0,0,0,1,0,0,0,0,AbM
ocanada,111,1,0,0,1,0,0,0,1,0,0,0,0,0,AbM
ocanada,112,1,0,0,0,0,1,0,0,0,0,0,0,0,FM7
ocanada,113,1,0,0,1,0,1,0,0,1,0,0,0,0,FM7
ocanada,114,0,0,1,0,0,0,0,1,0,0,0,0,7,GM
ocanada,115,0,0,1,0,0,0,0,1,0,0,0,0,7,GM
ocanada,116,0,0,0,0,0,0,0,1,0,0,0,0,7,GM
ocanada,117,0,0,0,0,0,1,0,1,0,0,1,0,5,BbM
ocanada,118,0,0,0,1,0,0,0,1,0,0,1,0,3,EbM
ocanada,119,0,0,0,1,0,0,0,1,0,0,0,0,7,EbM
ocanada,120,0,0,0,1,0,0,0,1,0,0,0,0,7,EbM
ocanada,121,1,0,0,0,0,0,0,1,1,0,0,0,8,AbM
ocanada,122,0,0,0,0,0,1,0,0,1,0,0,0,8,Fm
ocanada,123,0,0,0,1,0,0,0,1,0,0,1,0,10,EbM
ocanada,124,1,0,1,0,0,1,0,0,0,0,1,0,10,BbM
ocanada,125,0,0,1,0,0,1,0,0,0,0,1,0,2,BbM
ocanada,126,0,0,1,0,0,1,0,0,0,0,1,0,10,BbM
ocanada,127,0,0,1,0,0,1,0,0,1,0,1,0,5,BbM7
ocanada,128,0,0,1,0,0,0,0,0,1,0,1,0,10,BbM7
ocanada,129,0,0,0,1,0,0,0,1,0,0,1,0,3,EbM
